Date,Sentiment,Sentiment High,Sentiment Low,News Volume,News Buzz
2015-09-02,-2.0,3.0,-5.0,52.0,3.0
2015-09-03,1.0,4.0,-4.0,48.0,3.0
2015-09-04,-1.0,3.0,-4.0,87.0,6.0
2015-09-05,1.0,4.0,-3.0,13.0,0.0
2015-09-06,2.0,5.0,-3.0,17.0,1.0
2015-09-07,1.0,5.0,-4.0,8.0,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0
2015-09-12,-2.0,2.0,-5.0,48.0,4.0
2015-09-13,-1.0,4.0,-4.0,60.0,5.0
2015-09-14,-2.0,3.0,-5.0,230.0,10.0
2015-09-15,1.0,5.0,-4.0,235.0,10.0
2015-09-16,1.0,5.0,-3.0,215.0,9.0
2015-09-17,1.0,4.0,-4.0,239.0,10.0
2015-09-18,-1.0,4.0,-5.0,204.0,8.0
2015-09-19,-1.0,4.0,-5.0,58.0,2.0
2015-09-20,-2.0,3.0,-5.0,29.0,1.0
2015-09-21,-1.0,4.0,-4.0,165.0,6.0
2015-09-22,-2.0,2.0,-5.0,220.0,9.0
2015-09-23,-2.0,3.0,-5.0,128.0,5.0
2015-09-24,-1.0,4.0,-5.0,135.0,5.0
2015-09-25,1.0,5.0,-4.0,127.0,5.0
2015-09-26,-1.0,4.0,-4.0,68.0,2.0
2015-09-27,-1.0,4.0,-5.0,52.0,2.0
2015-09-28,-2.0,3.0,-5.0,162.0,6.0
2015-09-29,-1.0,4.0,-5.0,201.0,8.0
2015-09-30,-1.0,4.0,-4.0,150.0,6.0
2015-10-01,1.0,5.0,-3.0,190.0,7.0
2015-10-02,-1.0,4.0,-4.0,29.0,1.0
2015-10-03,0.0,0.0,0.0,0.0,0.0
2015-10-04,1.0,5.0,-4.0,37.0,6.0
2015-10-05,1.0,5.0,-4.0,130.0,9.0
2015-10-06,-1.0,4.0,-4.0,192.0,8.0
2015-10-07,-1.0,4.0,-4.0,194.0,8.0
2015-10-08,-1.0,4.0,-5.0,167.0,6.0
2015-10-09,1.0,5.0,-4.0,215.0,9.0
2015-10-10,-1.0,3.0,-5.0,80.0,7.0
2015-10-11,1.0,5.0,-4.0,44.0,7.0
2015-10-12,-1.0,4.0,-4.0,271.0,10.0
2015-10-13,-1.0,4.0,-5.0,292.0,9.0
2015-10-14,-1.0,3.0,-5.0,331.0,10.0
2015-10-15,-1.0,4.0,-5.0,434.0,10.0
2015-10-16,-1.0,4.0,-5.0,366.0,7.0
2015-10-17,-1.0,4.0,-5.0,99.0,5.0
2015-10-18,-1.0,3.0,-5.0,50.0,5.0
2015-10-19,-1.0,4.0,-5.0,313.0,9.0
2015-10-20,-1.0,4.0,-4.0,206.0,4.0
2015-10-21,1.0,5.0,-3.0,169.0,3.0
2015-10-22,-1.0,4.0,-5.0,149.0,3.0
2015-10-23,-1.0,4.0,-5.0,222.0,4.0
2015-10-24,1.0,4.0,-4.0,86.0,4.0
2015-10-25,-1.0,4.0,-5.0,49.0,4.0
2015-10-26,-1.0,4.0,-5.0,185.0,6.0
2015-10-27,-1.0,4.0,-5.0,197.0,4.0
2015-10-28,-1.0,4.0,-5.0,94.0,2.0
2015-10-29,-1.0,4.0,-4.0,114.0,2.0
2015-10-30,-1.0,4.0,-5.0,154.0,3.0
2015-10-31,-1.0,3.0,-5.0,67.0,3.0
2015-11-01,-2.0,3.0,-5.0,57.0,3.0
2015-11-02,-1.0,4.0,-4.0,156.0,6.0
2015-11-03,1.0,5.0,-4.0,148.0,3.0
2015-11-04,-1.0,4.0,-4.0,146.0,3.0
2015-11-05,-1.0,4.0,-5.0,142.0,3.0
2015-11-06,-1.0,4.0,-5.0,189.0,4.0
2015-11-07,-1.0,4.0,-5.0,52.0,3.0
2015-11-08,-1.0,4.0,-5.0,23.0,2.0
2015-11-09,-2.0,3.0,-5.0,36.0,2.0
2015-11-10,-1.0,3.0,-5.0,83.0,1.0
2015-11-11,1.0,5.0,-4.0,94.0,2.0
2015-11-12,2.0,5.0,-4.0,13.0,0.0
2015-11-13,-1.0,4.0,-4.0,42.0,0.0
2015-11-14,1.0,5.0,-3.0,46.0,2.0
2015-11-15,-1.0,4.0,-5.0,28.0,2.0
2015-11-16,-1.0,3.0,-5.0,108.0,5.0
2015-11-17,-1.0,4.0,-5.0,88.0,2.0
2015-11-18,2.0,5.0,-3.0,135.0,6.0
2015-11-19,-1.0,4.0,-4.0,171.0,8.0
2015-11-20,-1.0,4.0,-5.0,125.0,5.0
2015-11-21,1.0,5.0,-3.0,43.0,4.0
2015-11-22,1.0,4.0,-4.0,32.0,5.0
2015-11-23,-2.0,3.0,-5.0,66.0,6.0
2015-11-24,-1.0,4.0,-5.0,98.0,4.0
2015-11-25,1.0,5.0,-4.0,127.0,6.0
2015-11-26,0.0,0.0,0.0,0.0,0.0
2015-11-27,1.0,5.0,-3.0,70.0,3.0
2015-11-28,1.0,5.0,-4.0,19.0,10.0
2015-11-29,-1.0,4.0,-4.0,36.0,6.0
2015-11-30,1.0,4.0,-4.0,78.0,6.0
2015-12-01,1.0,5.0,-4.0,98.0,10.0
2015-12-02,-1.0,4.0,-4.0,79.0,10.0
2015-12-03,-1.0,4.0,-5.0,147.0,10.0
2015-12-04,-1.0,4.0,-5.0,120.0,10.0
2015-12-05,-1.0,4.0,-5.0,34.0,10.0
2015-12-06,2.0,5.0,-3.0,21.0,10.0
2015-12-07,1.0,4.0,-4.0,33.0,5.0
2015-12-08,-1.0,4.0,-5.0,134.0,8.0
2015-12-09,-2.0,3.0,-5.0,112.0,6.0
2015-12-10,0.0,0.0,0.0,0.0,0.0
2015-12-11,-2.0,3.0,-5.0,131.0,7.0
2015-12-12,-1.0,4.0,-4.0,48.0,7.0
2015-12-13,0.0,0.0,0.0,0.0,0.0
2015-12-14,0.0,0.0,0.0,0.0,0.0
2015-12-15,1.0,4.0,-4.0,118.0,7.0
2015-12-16,1.0,4.0,-3.0,104.0,6.0
2015-12-17,0.0,0.0,0.0,0.0,0.0
2015-12-18,-2.0,3.0,-5.0,147.0,8.0
2015-12-19,0.0,0.0,0.0,0.0,0.0
2015-12-20,0.0,0.0,0.0,0.0,0.0
2015-12-21,0.0,0.0,0.0,0.0,0.0
2015-12-22,0.0,0.0,0.0,0.0,0.0
2015-12-23,0.0,0.0,0.0,0.0,0.0
2015-12-24,-1.0,3.0,-5.0,61.0,4.0
2015-12-25,-2.0,3.0,-5.0,31.0,2.0
2015-12-26,1.0,5.0,-3.0,25.0,2.0
2015-12-27,0.0,0.0,0.0,0.0,0.0
2015-12-28,0.0,0.0,0.0,0.0,0.0
2015-12-29,0.0,0.0,0.0,0.0,0.0
2015-12-30,0.0,0.0,0.0,0.0,0.0
2015-12-31,-3.0,2.0,-5.0,104.0,6.0
2016-01-01,0.0,0.0,0.0,0.0,0.0
2016-01-02,2.0,5.0,-2.0,20.0,3.0
2016-01-03,0.0,0.0,0.0,0.0,0.0
2016-01-04,0.0,0.0,0.0,0.0,0.0
2016-01-05,-1.0,4.0,-4.0,129.0,8.0
2016-01-06,0.0,0.0,0.0,0.0,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0
2016-01-08,-1.0,3.0,-5.0,143.0,9.0
2016-01-09,0.0,0.0,0.0,0.0,0.0
2016-01-10,0.0,0.0,0.0,0.0,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0
2016-01-12,-2.0,2.0,-5.0,111.0,7.0
2016-01-13,0.0,0.0,0.0,0.0,0.0
2016-01-14,0.0,0.0,0.0,0.0,0.0
2016-01-15,0.0,0.0,0.0,0.0,0.0
2016-01-16,-1.0,4.0,-5.0,84.0,9.0
2016-01-17,0.0,0.0,0.0,0.0,0.0
2016-01-18,0.0,0.0,0.0,0.0,0.0
2016-01-19,0.0,0.0,0.0,0.0,0.0
2016-01-20,0.0,0.0,0.0,0.0,0.0
2016-01-21,-2.0,3.0,-5.0,163.0,7.0
2016-01-22,-2.0,3.0,-5.0,154.0,6.0
2016-01-23,0.0,0.0,0.0,0.0,0.0
2016-01-24,0.0,0.0,0.0,0.0,0.0
2016-01-25,-2.0,3.0,-5.0,116.0,8.0
2016-01-26,0.0,0.0,0.0,0.0,0.0
2016-01-27,0.0,0.0,0.0,0.0,0.0
2016-01-28,0.0,0.0,0.0,0.0,0.0
2016-01-29,0.0,0.0,0.0,0.0,0.0
2016-01-30,0.0,0.0,0.0,0.0,0.0
2016-01-31,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0
2016-02-05,-1.0,4.0,-4.0,202.0,8.0
2016-02-06,0.0,0.0,0.0,0.0,0.0
2016-02-07,0.0,0.0,0.0,0.0,0.0
2016-02-08,-2.0,3.0,-5.0,136.0,10.0
2016-02-09,0.0,0.0,0.0,0.0,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0
2016-02-13,0.0,0.0,0.0,0.0,0.0
2016-02-14,0.0,0.0,0.0,0.0,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.0
2016-02-18,0.0,0.0,0.0,0.0,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0
2016-02-20,0.0,0.0,0.0,0.0,0.0
2016-02-21,0.0,0.0,0.0,0.0,0.0
2016-02-22,0.0,0.0,0.0,0.0,0.0
2016-02-23,0.0,0.0,0.0,0.0,0.0
2016-02-24,0.0,0.0,0.0,0.0,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0
2016-02-27,0.0,0.0,0.0,0.0,0.0
2016-02-28,0.0,0.0,0.0,0.0,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.0
2016-03-05,0.0,0.0,0.0,0.0,0.0
2016-03-06,0.0,0.0,0.0,0.0,0.0
2016-03-07,0.0,0.0,0.0,0.0,0.0
2016-03-08,0.0,0.0,0.0,0.0,0.0
2016-03-09,0.0,0.0,0.0,0.0,0.0
2016-03-10,0.0,0.0,0.0,0.0,0.0
2016-03-11,0.0,0.0,0.0,0.0,0.0
2016-03-12,0.0,0.0,0.0,0.0,0.0
2016-03-13,0.0,0.0,0.0,0.0,0.0
2016-03-14,0.0,0.0,0.0,0.0,0.0
2016-03-15,0.0,0.0,0.0,0.0,0.0
2016-03-16,0.0,0.0,0.0,0.0,0.0
2016-03-17,0.0,0.0,0.0,0.0,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.0
2016-03-19,0.0,0.0,0.0,0.0,0.0
2016-03-20,0.0,0.0,0.0,0.0,0.0
2016-03-21,0.0,0.0,0.0,0.0,0.0
2016-03-22,0.0,0.0,0.0,0.0,0.0
2016-03-23,0.0,0.0,0.0,0.0,0.0
2016-03-24,0.0,0.0,0.0,0.0,0.0
2016-03-25,0.0,0.0,0.0,0.0,0.0
2016-03-26,0.0,0.0,0.0,0.0,0.0
2016-03-27,0.0,0.0,0.0,0.0,0.0
2016-03-28,0.0,0.0,0.0,0.0,0.0
2016-03-29,0.0,0.0,0.0,0.0,0.0
2016-03-30,0.0,0.0,0.0,0.0,0.0
2016-03-31,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0
2016-04-04,0.0,0.0,0.0,0.0,0.0
2016-04-05,0.0,0.0,0.0,0.0,0.0
2016-04-06,0.0,0.0,0.0,0.0,0.0
2016-04-07,0.0,0.0,0.0,0.0,0.0
2016-04-08,0.0,0.0,0.0,0.0,0.0
2016-04-11,0.0,0.0,0.0,0.0,0.0
2016-04-12,0.0,0.0,0.0,0.0,0.0
2016-04-13,0.0,0.0,0.0,0.0,0.0
2016-04-14,0.0,0.0,0.0,0.0,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.0
2016-04-25,0.0,0.0,0.0,0.0,0.0
2016-04-26,0.0,0.0,0.0,0.0,0.0
2016-04-27,1.0,5.0,-3.0,101.0,4.0
2016-04-28,0.0,0.0,0.0,0.0,0.0
2016-04-29,-1.0,4.0,-4.0,72.0,3.0
2016-05-02,0.0,0.0,0.0,0.0,0.0
2016-05-03,0.0,0.0,0.0,0.0,0.0
2016-05-04,0.0,0.0,0.0,0.0,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0
2016-05-23,0.0,0.0,0.0,0.0,0.0
2016-05-24,0.0,0.0,0.0,0.0,0.0
2016-05-25,0.0,0.0,0.0,0.0,0.0
2016-05-26,0.0,0.0,0.0,0.0,0.0
2016-05-27,0.0,0.0,0.0,0.0,0.0
